fecha,stock_arena_t,consumo_t,recepcion_t,stock_seguridad_t,quiebre
2026-03-12,25460.0,5740.0,0.0,12000,0
2026-03-13,21297.0,4164.0,0.0,12000,0
2026-03-14,24085.0,6176.0,8964.0,12000,0
2026-03-15,17676.0,6409.0,0.0,12000,0
2026-03-16,20989.0,5659.0,8972.0,12000,0
2026-03-17,25852.0,4221.0,9084.0,12000,0
2026-03-18,29888.0,6810.0,10846.0,12000,0
2026-03-19,23681.0,6206.0,0.0,12000,0
2026-03-20,27862.0,4900.0,9080.0,12000,0
2026-03-21,31646.0,5143.0,8928.0,12000,0
2026-03-22,35727.0,4970.0,9051.0,12000,0
2026-03-23,30351.0,5376.0,0.0,12000,0
2026-03-24,25470.0,4882.0,0.0,12000,0
2026-03-25,19063.0,6407.0,0.0,12000,0
2026-03-26,12975.0,6325.0,238.0,12000,0
2026-03-27,17312.0,4175.0,8512.0,12000,0
2026-03-28,19645.0,6741.0,9073.0,12000,0
2026-03-29,13880.0,5765.0,0.0,12000,0
2026-03-30,7535.0,6344.0,0.0,12000,0
2026-03-31,1555.0,5980.0,0.0,12000,0
2026-04-01,0.0,1555.0,0.0,12000,1
2026-04-02,2553.0,6534.0,9088.0,12000,0
2026-04-03,4257.0,7284.0,8988.0,12000,0
2026-04-04,0.0,4257.0,0.0,12000,1
2026-04-05,11123.0,6775.0,17898.0,12000,0
2026-04-06,32115.0,5901.0,26894.0,12000,0
2026-04-07,30824.0,5725.0,4433.0,12000,0
2026-04-08,25254.0,5570.0,0.0,12000,0
2026-04-09,18729.0,6525.0,0.0,12000,0
2026-04-10,13700.0,5029.0,0.0,12000,0
2026-04-11,24213.0,6916.0,17429.0,12000,0
2026-04-12,26406.0,6848.0,9041.0,12000,0
2026-04-13,21965.0,4441.0,0.0,12000,0
2026-04-14,23919.0,7013.0,8966.0,12000,0
2026-04-15,27978.0,4949.0,9008.0,12000,0
2026-04-16,22314.0,5664.0,0.0,12000,0
2026-04-17,16179.0,6135.0,0.0,12000,0
2026-04-18,28761.0,5386.0,17968.0,12000,0
2026-04-19,24508.0,4253.0,0.0,12000,0
2026-04-20,28691.0,6914.0,11097.0,12000,0
2026-04-21,23943.0,4749.0,0.0,12000,0
2026-04-22,28170.0,4846.0,9074.0,12000,0
2026-04-23,30491.0,6742.0,9062.0,12000,0
2026-04-24,25229.0,5261.0,0.0,12000,0
2026-04-25,18221.0,7009.0,0.0,12000,0
2026-04-26,29812.0,6429.0,18021.0,12000,0
2026-04-27,24758.0,5054.0,0.0,12000,0
2026-04-28,20565.0,4193.0,0.0,12000,0
2026-04-29,22386.0,7228.0,9048.0,12000,0
2026-04-30,17949.0,4437.0,0.0,12000,0
2026-05-01,14030.0,5559.0,1640.0,12000,0
2026-05-02,16713.0,4917.0,7600.0,12000,0
2026-05-03,29081.0,5664.0,18032.0,12000,0
2026-05-04,23604.0,5477.0,0.0,12000,0
2026-05-05,27230.0,5353.0,8979.0,12000,0
2026-05-06,40183.0,4923.0,17876.0,12000,0
2026-05-07,34422.0,5761.0,0.0,12000,0
2026-05-08,30601.0,3821.0,0.0,12000,0
2026-05-09,26424.0,4177.0,0.0,12000,0
2026-05-10,20944.0,5480.0,0.0,12000,0
2026-05-11,16532.0,4412.0,0.0,12000,0
2026-05-12,11357.0,5175.0,0.0,12000,0
2026-05-13,24611.0,4875.0,18129.0,12000,0
2026-05-14,19577.0,5034.0,0.0,12000,0
2026-05-15,17231.0,4742.0,2396.0,12000,0
2026-05-16,29481.0,5630.0,17880.0,12000,0
2026-05-17,25001.0,4480.0,0.0,12000,0
2026-05-18,19490.0,5511.0,0.0,12000,0
2026-05-19,15177.0,4314.0,0.0,12000,0
2026-05-20,10917.0,4260.0,0.0,12000,0
2026-05-21,7019.0,3897.0,0.0,12000,0
2026-05-22,2923.0,4097.0,0.0,12000,0
2026-05-23,0.0,2923.0,0.0,12000,1
2026-05-24,0.0,0.0,0.0,12000,1
2026-05-25,21452.0,5675.0,27127.0,12000,0
2026-05-26,26395.0,4076.0,9019.0,12000,0
2026-05-27,40296.0,4163.0,18064.0,12000,0
2026-05-28,35391.0,4905.0,0.0,12000,0
2026-05-29,29820.0,5571.0,0.0,12000,0
2026-05-30,23551.0,6270.0,0.0,12000,0
2026-05-31,23044.0,5017.0,4510.0,12000,0
2026-06-01,18420.0,4624.0,0.0,12000,0
2026-06-02,21756.0,4086.0,7422.0,12000,0
2026-06-03,17394.0,4362.0,0.0,12000,0
2026-06-04,21999.0,4460.0,9065.0,12000,0
2026-06-05,17680.0,4319.0,0.0,12000,0
2026-06-06,45922.0,3832.0,32074.0,12000,0
2026-06-07,40558.0,5364.0,0.0,12000,0
2026-06-08,35960.0,4598.0,0.0,12000,0
2026-06-09,29298.0,6662.0,0.0,12000,0
2026-06-10,23877.0,5421.0,0.0,12000,0
2026-06-11,18031.0,5846.0,0.0,12000,0
2026-06-12,13869.0,4162.0,0.0,12000,0
2026-06-13,7519.0,6350.0,0.0,12000,0
2026-06-14,29149.0,5237.0,26866.0,12000,0
2026-06-15,31824.0,6362.0,9037.0,12000,0
2026-06-16,26342.0,5482.0,0.0,12000,0
2026-06-17,24852.0,5173.0,3683.0,12000,0
2026-06-18,19763.0,5088.0,0.0,12000,0
2026-06-19,15430.0,4333.0,0.0,12000,0
2026-06-20,11489.0,3941.0,0.0,12000,0
2026-06-21,4925.0,6564.0,0.0,12000,0
2026-06-22,7881.0,5198.0,8154.0,12000,0
2026-06-23,1668.0,6213.0,0.0,12000,0
2026-06-24,5647.0,4971.0,8950.0,12000,0
2026-06-25,10553.0,4008.0,8914.0,12000,0
2026-06-26,12898.0,5645.0,7991.0,12000,0
2026-06-27,8951.0,3948.0,0.0,12000,0
2026-06-28,4721.0,4230.0,0.0,12000,0
2026-06-29,0.0,4721.0,0.0,12000,1
2026-06-30,0.0,0.0,0.0,12000,1
2026-07-01,13637.0,6449.0,20087.0,12000,0
2026-07-02,18576.0,3973.0,8911.0,12000,0
2026-07-03,39800.0,5800.0,27024.0,12000,0
2026-07-04,43453.0,5353.0,9006.0,12000,0
2026-07-05,37579.0,5874.0,0.0,12000,0
2026-07-06,33303.0,4276.0,0.0,12000,0
2026-07-07,28187.0,5116.0,0.0,12000,0
2026-07-08,40387.0,4912.0,17112.0,12000,0
2026-07-09,35497.0,4890.0,0.0,12000,0
2026-07-10,38424.0,6071.0,8998.0,12000,0
2026-07-11,31986.0,6438.0,0.0,12000,0
2026-07-12,27484.0,4501.0,0.0,12000,0
2026-07-13,22090.0,5394.0,0.0,12000,0
2026-07-14,25742.0,5362.0,9014.0,12000,0
2026-07-15,28951.0,5731.0,8940.0,12000,0
2026-07-16,22633.0,6318.0,0.0,12000,0
2026-07-17,18408.0,4225.0,0.0,12000,0
2026-07-18,14174.0,4234.0,0.0,12000,0
2026-07-19,8668.0,5506.0,0.0,12000,0
2026-07-20,4586.0,4082.0,0.0,12000,0
2026-07-21,9528.0,4129.0,9071.0,12000,0
2026-07-22,14639.0,3850.0,8960.0,12000,0
2026-07-23,19956.0,3645.0,8962.0,12000,0
2026-07-24,27720.0,4912.0,12676.0,12000,0
2026-07-25,22403.0,5317.0,0.0,12000,0
2026-07-26,26877.0,4461.0,8935.0,12000,0
2026-07-27,22585.0,4292.0,0.0,12000,0
2026-07-28,18608.0,5637.0,1661.0,12000,0
2026-07-29,12982.0,5626.0,0.0,12000,0
2026-07-30,17120.0,4922.0,9060.0,12000,0
2026-07-31,11538.0,5582.0,0.0,12000,0
2026-08-01,14580.0,5953.0,8994.0,12000,0
2026-08-02,8993.0,5586.0,0.0,12000,0
2026-08-03,21839.0,5148.0,17994.0,12000,0
2026-08-04,16594.0,5245.0,0.0,12000,0
2026-08-05,10615.0,5979.0,0.0,12000,0
2026-08-06,14944.0,4609.0,8938.0,12000,0
2026-08-07,10013.0,4931.0,0.0,12000,0
2026-08-08,4804.0,5209.0,0.0,12000,0
2026-08-09,0.0,4804.0,0.0,12000,1
2026-08-10,12304.0,5691.0,17995.0,12000,0
2026-08-11,26729.0,3656.0,18081.0,12000,0
2026-08-12,25024.0,3911.0,2206.0,12000,0
2026-08-13,20731.0,4293.0,0.0,12000,0
2026-08-14,15250.0,5482.0,0.0,12000,0
2026-08-15,22508.0,4997.0,12256.0,12000,0
2026-08-16,18267.0,4241.0,0.0,12000,0
2026-08-17,23455.0,3799.0,8987.0,12000,0
2026-08-18,18136.0,5319.0,0.0,12000,0
2026-08-19,30657.0,5349.0,17871.0,12000,0
2026-08-20,24654.0,6004.0,0.0,12000,0
2026-08-21,19841.0,4812.0,0.0,12000,0
2026-08-22,24061.0,4794.0,9014.0,12000,0
2026-08-23,29347.0,3681.0,8967.0,12000,0
2026-08-24,25776.0,3571.0,0.0,12000,0
2026-08-25,21148.0,4628.0,0.0,12000,0
2026-08-26,25897.0,4332.0,9081.0,12000,0
2026-08-27,21758.0,4138.0,0.0,12000,0
2026-08-28,18048.0,3710.0,0.0,12000,0
2026-08-29,37763.0,6055.0,25770.0,12000,0
2026-08-30,40988.0,5716.0,8942.0,12000,0
2026-08-31,35975.0,5014.0,0.0,12000,0
