pozo_id,operador,area,ventana,mes,petroleo_bbl,gas_mm3,agua_bbl,petroleo_bbl_d
VM-019,Vista Energy,Rincon La Ceniza,Petroleo volatil,2025-10,31649.0,9.561,8770.0,1041.1
VM-019,Vista Energy,Rincon La Ceniza,Petroleo volatil,2025-11,28816.0,8.705,9228.0,947.9
VM-019,Vista Energy,Rincon La Ceniza,Petroleo volatil,2025-12,29265.0,8.841,13013.0,962.7
VM-019,Vista Energy,Rincon La Ceniza,Petroleo volatil,2026-01,24420.0,7.377,14234.0,803.3
VM-019,Vista Energy,Rincon La Ceniza,Petroleo volatil,2026-02,24081.0,7.275,5236.0,792.1
VM-019,Vista Energy,Rincon La Ceniza,Petroleo volatil,2026-03,24415.0,7.376,18745.0,803.1
VM-019,Vista Energy,Rincon La Ceniza,Petroleo volatil,2026-04,20989.0,6.341,14688.0,690.4
VM-019,Vista Energy,Rincon La Ceniza,Petroleo volatil,2026-05,20559.0,6.211,12422.0,676.3
VM-019,Vista Energy,Rincon La Ceniza,Petroleo volatil,2026-06,20209.0,6.105,12916.0,664.8
VM-019,Vista Energy,Rincon La Ceniza,Petroleo volatil,2026-07,18818.0,5.685,5419.0,619.0
VM-019,Vista Energy,Rincon La Ceniza,Petroleo volatil,2026-08,19027.0,5.748,8834.0,625.9
VM-020,Shell,Bajada del Palo,Petroleo negro,2025-11,32897.0,4.708,21566.0,1082.1
VM-020,Shell,Bajada del Palo,Petroleo negro,2025-12,30729.0,4.397,24380.0,1010.8
VM-020,Shell,Bajada del Palo,Petroleo negro,2026-01,26810.0,3.836,15574.0,881.9
VM-020,Shell,Bajada del Palo,Petroleo negro,2026-02,23468.0,3.358,6278.0,772.0
VM-020,Shell,Bajada del Palo,Petroleo negro,2026-03,22135.0,3.168,8145.0,728.1
VM-020,Shell,Bajada del Palo,Petroleo negro,2026-04,21026.0,3.009,7092.0,691.6
VM-020,Shell,Bajada del Palo,Petroleo negro,2026-05,20864.0,2.986,9530.0,686.3
VM-020,Shell,Bajada del Palo,Petroleo negro,2026-06,18018.0,2.578,13355.0,592.7
VM-020,Shell,Bajada del Palo,Petroleo negro,2026-07,17835.0,2.552,11809.0,586.7
VM-020,Shell,Bajada del Palo,Petroleo negro,2026-08,16992.0,2.432,10908.0,558.9
VM-021,Tecpetrol,El Trapial,Petroleo volatil,2024-01,33388.0,10.086,25935.0,1098.3
VM-021,Tecpetrol,El Trapial,Petroleo volatil,2024-02,28027.0,8.467,20691.0,921.9
VM-021,Tecpetrol,El Trapial,Petroleo volatil,2024-03,26432.0,7.985,10641.0,869.5
VM-021,Tecpetrol,El Trapial,Petroleo volatil,2024-04,24059.0,7.268,10583.0,791.4
VM-021,Tecpetrol,El Trapial,Petroleo volatil,2024-05,23160.0,6.997,15834.0,761.8
VM-021,Tecpetrol,El Trapial,Petroleo volatil,2024-06,21011.0,6.347,7136.0,691.2
VM-021,Tecpetrol,El Trapial,Petroleo volatil,2024-07,18687.0,5.645,4579.0,614.7
VM-021,Tecpetrol,El Trapial,Petroleo volatil,2024-08,18191.0,5.495,4098.0,598.4
VM-021,Tecpetrol,El Trapial,Petroleo volatil,2024-09,16269.0,4.915,4729.0,535.2
VM-021,Tecpetrol,El Trapial,Petroleo volatil,2024-10,16328.0,4.933,12264.0,537.1
VM-021,Tecpetrol,El Trapial,Petroleo volatil,2024-11,14290.0,4.317,10338.0,470.1
VM-021,Tecpetrol,El Trapial,Petroleo volatil,2024-12,13349.0,4.033,8366.0,439.1
VM-021,Tecpetrol,El Trapial,Petroleo volatil,2025-01,12847.0,3.881,6004.0,422.6
VM-021,Tecpetrol,El Trapial,Petroleo volatil,2025-02,12908.0,3.9,5301.0,424.6
VM-021,Tecpetrol,El Trapial,Petroleo volatil,2025-03,11651.0,3.52,6440.0,383.2
VM-021,Tecpetrol,El Trapial,Petroleo volatil,2025-04,12149.0,3.67,9689.0,399.6
VM-021,Tecpetrol,El Trapial,Petroleo volatil,2025-05,10935.0,3.303,3877.0,359.7
VM-021,Tecpetrol,El Trapial,Petroleo volatil,2025-06,10156.0,3.068,3279.0,334.1
VM-021,Tecpetrol,El Trapial,Petroleo volatil,2025-07,9720.0,2.936,3400.0,319.7
VM-021,Tecpetrol,El Trapial,Petroleo volatil,2025-08,10373.0,3.134,2788.0,341.2
VM-021,Tecpetrol,El Trapial,Petroleo volatil,2025-09,9923.0,2.998,3740.0,326.4
VM-021,Tecpetrol,El Trapial,Petroleo volatil,2025-10,9059.0,2.737,4440.0,298.0
VM-021,Tecpetrol,El Trapial,Petroleo volatil,2025-11,9047.0,2.733,4235.0,297.6
VM-021,Tecpetrol,El Trapial,Petroleo volatil,2025-12,8385.0,2.533,4518.0,275.8
VM-021,Tecpetrol,El Trapial,Petroleo volatil,2026-01,9092.0,2.747,1869.0,299.1
VM-021,Tecpetrol,El Trapial,Petroleo volatil,2026-02,7879.0,2.38,4346.0,259.2
VM-021,Tecpetrol,El Trapial,Petroleo volatil,2026-03,7940.0,2.399,2788.0,261.2
VM-021,Tecpetrol,El Trapial,Petroleo volatil,2026-04,8478.0,2.561,3263.0,278.9
VM-021,Tecpetrol,El Trapial,Petroleo volatil,2026-05,8192.0,2.475,4670.0,269.5
VM-021,Tecpetrol,El Trapial,Petroleo volatil,2026-06,7052.0,2.13,2535.0,232.0
VM-021,Tecpetrol,El Trapial,Petroleo volatil,2026-07,6931.0,2.094,3623.0,228.0
VM-021,Tecpetrol,El Trapial,Petroleo volatil,2026-08,7611.0,2.299,1762.0,250.4
VM-022,Pan American Energy,Bandurria Sur,Petroleo negro,2026-04,38129.0,5.456,8297.0,1254.3
VM-022,Pan American Energy,Bandurria Sur,Petroleo negro,2026-05,34809.0,4.981,10433.0,1145.0
VM-022,Pan American Energy,Bandurria Sur,Petroleo negro,2026-06,34119.0,4.882,22690.0,1122.3
VM-022,Pan American Energy,Bandurria Sur,Petroleo negro,2026-07,30561.0,4.373,16745.0,1005.3
VM-022,Pan American Energy,Bandurria Sur,Petroleo negro,2026-08,27268.0,3.902,17051.0,897.0
VM-023,Shell,Aguada Federal,Gas y condensado,2025-06,10006.0,11.136,5919.0,329.1
VM-023,Shell,Aguada Federal,Gas y condensado,2025-07,8845.0,9.845,4233.0,291.0
VM-023,Shell,Aguada Federal,Gas y condensado,2025-08,8528.0,9.491,2835.0,280.5
VM-023,Shell,Aguada Federal,Gas y condensado,2025-09,7041.0,7.837,5006.0,231.6
VM-023,Shell,Aguada Federal,Gas y condensado,2025-10,6691.0,7.447,2036.0,220.1
VM-023,Shell,Aguada Federal,Gas y condensado,2025-11,6017.0,6.697,2216.0,197.9
VM-023,Shell,Aguada Federal,Gas y condensado,2025-12,6020.0,6.7,2911.0,198.0
VM-023,Shell,Aguada Federal,Gas y condensado,2026-01,5607.0,6.241,2704.0,184.4
VM-023,Shell,Aguada Federal,Gas y condensado,2026-02,5244.0,5.836,3932.0,172.5
VM-023,Shell,Aguada Federal,Gas y condensado,2026-03,4670.0,5.198,3138.0,153.6
VM-023,Shell,Aguada Federal,Gas y condensado,2026-04,4219.0,4.696,1136.0,138.8
VM-023,Shell,Aguada Federal,Gas y condensado,2026-05,4161.0,4.631,970.0,136.9
VM-023,Shell,Aguada Federal,Gas y condensado,2026-06,3861.0,4.297,2208.0,127.0
VM-023,Shell,Aguada Federal,Gas y condensado,2026-07,3816.0,4.247,2816.0,125.5
VM-023,Shell,Aguada Federal,Gas y condensado,2026-08,3351.0,3.73,2410.0,110.2
VM-024,YPF,Loma Campana,Petroleo negro,2025-06,31235.0,4.47,17919.0,1027.5
VM-024,YPF,Loma Campana,Petroleo negro,2025-07,27654.0,3.957,19598.0,909.7
VM-024,YPF,Loma Campana,Petroleo negro,2025-08,24395.0,3.491,4998.0,802.5
VM-024,YPF,Loma Campana,Petroleo negro,2025-09,23972.0,3.43,14311.0,788.6
VM-024,YPF,Loma Campana,Petroleo negro,2025-10,21755.0,3.113,5972.0,715.6
VM-024,YPF,Loma Campana,Petroleo negro,2025-11,18794.0,2.689,10811.0,618.2
VM-024,YPF,Loma Campana,Petroleo negro,2025-12,18941.0,2.71,11302.0,623.1
VM-024,YPF,Loma Campana,Petroleo negro,2026-01,17421.0,2.493,10328.0,573.1
VM-024,YPF,Loma Campana,Petroleo negro,2026-02,15414.0,2.206,7251.0,507.0
VM-024,YPF,Loma Campana,Petroleo negro,2026-03,14986.0,2.144,9617.0,493.0
VM-024,YPF,Loma Campana,Petroleo negro,2026-04,14622.0,2.092,9241.0,481.0
VM-024,YPF,Loma Campana,Petroleo negro,2026-05,14279.0,2.043,10611.0,469.7
VM-024,YPF,Loma Campana,Petroleo negro,2026-06,13944.0,1.995,3221.0,458.7
VM-024,YPF,Loma Campana,Petroleo negro,2026-07,13020.0,1.863,5522.0,428.3
VM-024,YPF,Loma Campana,Petroleo negro,2026-08,11529.0,1.65,5614.0,379.2
VM-025,YPF,El Trapial,Petroleo volatil,2025-07,25871.0,7.816,17536.0,851.0
VM-025,YPF,El Trapial,Petroleo volatil,2025-08,20277.0,6.126,6517.0,667.0
VM-025,YPF,El Trapial,Petroleo volatil,2025-09,19542.0,5.904,15260.0,642.8
VM-025,YPF,El Trapial,Petroleo volatil,2025-10,16096.0,4.863,4076.0,529.5
VM-025,YPF,El Trapial,Petroleo volatil,2025-11,15991.0,4.831,9108.0,526.0
VM-025,YPF,El Trapial,Petroleo volatil,2025-12,14913.0,4.505,4757.0,490.6
VM-025,YPF,El Trapial,Petroleo volatil,2026-01,13210.0,3.991,8990.0,434.6
VM-025,YPF,El Trapial,Petroleo volatil,2026-02,12107.0,3.657,5324.0,398.2
VM-025,YPF,El Trapial,Petroleo volatil,2026-03,10769.0,3.253,7309.0,354.2
VM-025,YPF,El Trapial,Petroleo volatil,2026-04,10755.0,3.249,4590.0,353.8
VM-025,YPF,El Trapial,Petroleo volatil,2026-05,10454.0,3.158,7441.0,343.9
VM-025,YPF,El Trapial,Petroleo volatil,2026-06,10191.0,3.079,4132.0,335.2
VM-025,YPF,El Trapial,Petroleo volatil,2026-07,9354.0,2.826,4045.0,307.7
VM-025,YPF,El Trapial,Petroleo volatil,2026-08,9199.0,2.779,6220.0,302.6
VM-026,YPF,Aguada Pichana,Gas y condensado,2026-06,5876.0,6.54,4078.0,193.3
VM-026,YPF,Aguada Pichana,Gas y condensado,2026-07,5075.0,5.649,2754.0,166.9
VM-026,YPF,Aguada Pichana,Gas y condensado,2026-08,4310.0,4.797,2693.0,141.8
VM-027,Shell,Loma Campana,Petroleo negro,2024-08,28319.0,4.052,15210.0,931.5
VM-027,Shell,Loma Campana,Petroleo negro,2024-09,23604.0,3.378,10349.0,776.4
VM-027,Shell,Loma Campana,Petroleo negro,2024-10,22661.0,3.243,13108.0,745.4
VM-027,Shell,Loma Campana,Petroleo negro,2024-11,19958.0,2.856,7009.0,656.5
VM-027,Shell,Loma Campana,Petroleo negro,2024-12,18071.0,2.586,10784.0,594.5
VM-027,Shell,Loma Campana,Petroleo negro,2025-01,16131.0,2.308,6875.0,530.6
VM-027,Shell,Loma Campana,Petroleo negro,2025-02,13732.0,1.965,7332.0,451.7
VM-027,Shell,Loma Campana,Petroleo negro,2025-03,12327.0,1.764,9242.0,405.5
VM-027,Shell,Loma Campana,Petroleo negro,2025-04,11794.0,1.688,4361.0,388.0
VM-027,Shell,Loma Campana,Petroleo negro,2025-05,10999.0,1.574,2885.0,361.8
VM-027,Shell,Loma Campana,Petroleo negro,2025-06,10777.0,1.542,8490.0,354.5
VM-027,Shell,Loma Campana,Petroleo negro,2025-07,9907.0,1.418,5392.0,325.9
VM-027,Shell,Loma Campana,Petroleo negro,2025-08,9357.0,1.339,3726.0,307.8
VM-027,Shell,Loma Campana,Petroleo negro,2025-09,8180.0,1.171,2478.0,269.1
VM-027,Shell,Loma Campana,Petroleo negro,2025-10,7607.0,1.089,5755.0,250.2
VM-027,Shell,Loma Campana,Petroleo negro,2025-11,7374.0,1.055,3889.0,242.6
VM-027,Shell,Loma Campana,Petroleo negro,2025-12,6810.0,0.975,3957.0,224.0
VM-027,Shell,Loma Campana,Petroleo negro,2026-01,6482.0,0.928,3056.0,213.2
VM-027,Shell,Loma Campana,Petroleo negro,2026-02,6035.0,0.864,1574.0,198.5
VM-027,Shell,Loma Campana,Petroleo negro,2026-03,5654.0,0.809,3420.0,186.0
VM-027,Shell,Loma Campana,Petroleo negro,2026-04,5191.0,0.743,1901.0,170.8
VM-027,Shell,Loma Campana,Petroleo negro,2026-05,5344.0,0.765,1504.0,175.8
VM-027,Shell,Loma Campana,Petroleo negro,2026-06,4664.0,0.667,3224.0,153.4
VM-027,Shell,Loma Campana,Petroleo negro,2026-07,4392.0,0.629,1670.0,144.5
VM-027,Shell,Loma Campana,Petroleo negro,2026-08,4676.0,0.669,2094.0,153.8
VM-028,Shell,El Trapial,Petroleo volatil,2025-06,19781.0,5.976,13031.0,650.7
VM-028,Shell,El Trapial,Petroleo volatil,2025-07,15684.0,4.738,5203.0,515.9
VM-028,Shell,El Trapial,Petroleo volatil,2025-08,16078.0,4.857,6315.0,528.9
VM-028,Shell,El Trapial,Petroleo volatil,2025-09,13743.0,4.152,10456.0,452.1
VM-028,Shell,El Trapial,Petroleo volatil,2025-10,12192.0,3.683,9546.0,401.0
VM-028,Shell,El Trapial,Petroleo volatil,2025-11,12283.0,3.711,7089.0,404.1
VM-028,Shell,El Trapial,Petroleo volatil,2025-12,10517.0,3.177,6084.0,346.0
VM-028,Shell,El Trapial,Petroleo volatil,2026-01,11162.0,3.372,4872.0,367.2
VM-028,Shell,El Trapial,Petroleo volatil,2026-02,9529.0,2.879,2661.0,313.4
VM-028,Shell,El Trapial,Petroleo volatil,2026-03,9083.0,2.744,4078.0,298.8
VM-028,Shell,El Trapial,Petroleo volatil,2026-04,9636.0,2.911,2267.0,317.0
VM-028,Shell,El Trapial,Petroleo volatil,2026-05,8727.0,2.636,3844.0,287.1
VM-028,Shell,El Trapial,Petroleo volatil,2026-06,8378.0,2.531,4323.0,275.6
VM-028,Shell,El Trapial,Petroleo volatil,2026-07,8226.0,2.485,2652.0,270.6
VM-028,Shell,El Trapial,Petroleo volatil,2026-08,8226.0,2.485,4197.0,270.6
VM-029,YPF,La Amarga Chica,Petroleo negro,2024-09,27478.0,3.932,21391.0,903.9
VM-029,YPF,La Amarga Chica,Petroleo negro,2024-10,25654.0,3.671,7640.0,843.9
VM-029,YPF,La Amarga Chica,Petroleo negro,2024-11,23974.0,3.431,13113.0,788.6
VM-029,YPF,La Amarga Chica,Petroleo negro,2024-12,20075.0,2.873,6875.0,660.4
VM-029,YPF,La Amarga Chica,Petroleo negro,2025-01,17773.0,2.543,6156.0,584.6
VM-029,YPF,La Amarga Chica,Petroleo negro,2025-02,17042.0,2.439,6927.0,560.6
VM-029,YPF,La Amarga Chica,Petroleo negro,2025-03,17525.0,2.508,9735.0,576.5
VM-029,YPF,La Amarga Chica,Petroleo negro,2025-04,14742.0,2.11,6226.0,484.9
VM-029,YPF,La Amarga Chica,Petroleo negro,2025-05,14396.0,2.06,3597.0,473.6
VM-029,YPF,La Amarga Chica,Petroleo negro,2025-06,13704.0,1.961,6920.0,450.8
VM-029,YPF,La Amarga Chica,Petroleo negro,2025-07,13832.0,1.979,6362.0,455.0
VM-029,YPF,La Amarga Chica,Petroleo negro,2025-08,12799.0,1.832,7779.0,421.0
VM-029,YPF,La Amarga Chica,Petroleo negro,2025-09,11376.0,1.628,6147.0,374.2
VM-029,YPF,La Amarga Chica,Petroleo negro,2025-10,11338.0,1.622,3374.0,373.0
VM-029,YPF,La Amarga Chica,Petroleo negro,2025-11,10234.0,1.464,8161.0,336.6
VM-029,YPF,La Amarga Chica,Petroleo negro,2025-12,9944.0,1.423,7278.0,327.1
VM-029,YPF,La Amarga Chica,Petroleo negro,2026-01,9976.0,1.428,2484.0,328.2
VM-029,YPF,La Amarga Chica,Petroleo negro,2026-02,10452.0,1.496,6231.0,343.8
VM-029,YPF,La Amarga Chica,Petroleo negro,2026-03,9360.0,1.339,6578.0,307.9
VM-029,YPF,La Amarga Chica,Petroleo negro,2026-04,9451.0,1.352,4247.0,310.9
VM-029,YPF,La Amarga Chica,Petroleo negro,2026-05,9173.0,1.313,5896.0,301.8
VM-029,YPF,La Amarga Chica,Petroleo negro,2026-06,8242.0,1.179,5191.0,271.1
VM-029,YPF,La Amarga Chica,Petroleo negro,2026-07,8881.0,1.271,5440.0,292.1
VM-029,YPF,La Amarga Chica,Petroleo negro,2026-08,8502.0,1.217,6751.0,279.7
VM-030,Pampa Energia,Fortin de Piedra,Gas y condensado,2024-06,7884.0,8.775,3799.0,259.3
VM-030,Pampa Energia,Fortin de Piedra,Gas y condensado,2024-07,6821.0,7.591,4502.0,224.4
VM-030,Pampa Energia,Fortin de Piedra,Gas y condensado,2024-08,6245.0,6.95,1515.0,205.4
VM-030,Pampa Energia,Fortin de Piedra,Gas y condensado,2024-09,5277.0,5.873,1919.0,173.6
VM-030,Pampa Energia,Fortin de Piedra,Gas y condensado,2024-10,5436.0,6.051,1810.0,178.8
VM-030,Pampa Energia,Fortin de Piedra,Gas y condensado,2024-11,4729.0,5.264,3281.0,155.6
VM-030,Pampa Energia,Fortin de Piedra,Gas y condensado,2024-12,4315.0,4.802,1587.0,141.9
VM-030,Pampa Energia,Fortin de Piedra,Gas y condensado,2025-01,4144.0,4.613,947.0,136.3
VM-030,Pampa Energia,Fortin de Piedra,Gas y condensado,2025-02,4201.0,4.675,1648.0,138.2
VM-030,Pampa Energia,Fortin de Piedra,Gas y condensado,2025-03,3811.0,4.242,1524.0,125.4
VM-030,Pampa Energia,Fortin de Piedra,Gas y condensado,2025-04,3458.0,3.849,2445.0,113.8
VM-030,Pampa Energia,Fortin de Piedra,Gas y condensado,2025-05,3341.0,3.718,1241.0,109.9
VM-030,Pampa Energia,Fortin de Piedra,Gas y condensado,2025-06,3480.0,3.873,1423.0,114.5
VM-030,Pampa Energia,Fortin de Piedra,Gas y condensado,2025-07,3247.0,3.614,1293.0,106.8
VM-030,Pampa Energia,Fortin de Piedra,Gas y condensado,2025-08,3150.0,3.505,1230.0,103.6
VM-030,Pampa Energia,Fortin de Piedra,Gas y condensado,2025-09,2994.0,3.333,615.0,98.5
VM-030,Pampa Energia,Fortin de Piedra,Gas y condensado,2025-10,2714.0,3.02,1368.0,89.3
VM-030,Pampa Energia,Fortin de Piedra,Gas y condensado,2025-11,2942.0,3.275,2351.0,96.8
VM-030,Pampa Energia,Fortin de Piedra,Gas y condensado,2025-12,2846.0,3.167,1465.0,93.6
VM-030,Pampa Energia,Fortin de Piedra,Gas y condensado,2026-01,2702.0,3.008,1629.0,88.9
VM-030,Pampa Energia,Fortin de Piedra,Gas y condensado,2026-02,2656.0,2.956,2112.0,87.4
VM-030,Pampa Energia,Fortin de Piedra,Gas y condensado,2026-03,2448.0,2.724,1145.0,80.5
VM-030,Pampa Energia,Fortin de Piedra,Gas y condensado,2026-04,2531.0,2.817,834.0,83.3
VM-030,Pampa Energia,Fortin de Piedra,Gas y condensado,2026-05,2240.0,2.493,1656.0,73.7
VM-030,Pampa Energia,Fortin de Piedra,Gas y condensado,2026-06,2158.0,2.402,1589.0,71.0
VM-030,Pampa Energia,Fortin de Piedra,Gas y condensado,2026-07,2391.0,2.661,716.0,78.7
VM-030,Pampa Energia,Fortin de Piedra,Gas y condensado,2026-08,2286.0,2.545,853.0,75.2
VM-031,Tecpetrol,Los Toldos,Petroleo volatil,2024-02,31162.0,9.414,24623.0,1025.1
VM-031,Tecpetrol,Los Toldos,Petroleo volatil,2024-03,29573.0,8.934,19477.0,972.8
VM-031,Tecpetrol,Los Toldos,Petroleo volatil,2024-04,24841.0,7.505,19663.0,817.2
VM-031,Tecpetrol,Los Toldos,Petroleo volatil,2024-05,23012.0,6.952,18134.0,757.0
VM-031,Tecpetrol,Los Toldos,Petroleo volatil,2024-06,21631.0,6.535,4934.0,711.5
VM-031,Tecpetrol,Los Toldos,Petroleo volatil,2024-07,20320.0,6.139,14281.0,668.4
VM-031,Tecpetrol,Los Toldos,Petroleo volatil,2024-08,19249.0,5.815,11034.0,633.2
VM-031,Tecpetrol,Los Toldos,Petroleo volatil,2024-09,16111.0,4.867,11608.0,530.0
VM-031,Tecpetrol,Los Toldos,Petroleo volatil,2024-10,16144.0,4.877,5133.0,531.1
VM-031,Tecpetrol,Los Toldos,Petroleo volatil,2024-11,14899.0,4.501,4782.0,490.1
VM-031,Tecpetrol,Los Toldos,Petroleo volatil,2024-12,15491.0,4.68,3774.0,509.6
VM-031,Tecpetrol,Los Toldos,Petroleo volatil,2025-01,15047.0,4.546,3162.0,495.0
VM-031,Tecpetrol,Los Toldos,Petroleo volatil,2025-02,14083.0,4.255,4765.0,463.3
VM-031,Tecpetrol,Los Toldos,Petroleo volatil,2025-03,13181.0,3.982,4038.0,433.6
VM-031,Tecpetrol,Los Toldos,Petroleo volatil,2025-04,13406.0,4.05,3935.0,441.0
VM-031,Tecpetrol,Los Toldos,Petroleo volatil,2025-05,12220.0,3.692,6906.0,402.0
VM-031,Tecpetrol,Los Toldos,Petroleo volatil,2025-06,11815.0,3.569,3895.0,388.6
VM-031,Tecpetrol,Los Toldos,Petroleo volatil,2025-07,11199.0,3.383,8519.0,368.4
VM-031,Tecpetrol,Los Toldos,Petroleo volatil,2025-08,10622.0,3.209,2236.0,349.4
VM-031,Tecpetrol,Los Toldos,Petroleo volatil,2025-09,11529.0,3.483,8436.0,379.2
VM-031,Tecpetrol,Los Toldos,Petroleo volatil,2025-10,10896.0,3.292,5265.0,358.4
VM-031,Tecpetrol,Los Toldos,Petroleo volatil,2025-11,11010.0,3.326,4931.0,362.2
VM-031,Tecpetrol,Los Toldos,Petroleo volatil,2025-12,9417.0,2.845,4343.0,309.8
VM-031,Tecpetrol,Los Toldos,Petroleo volatil,2026-01,9913.0,2.995,5244.0,326.1
VM-031,Tecpetrol,Los Toldos,Petroleo volatil,2026-02,10177.0,3.074,2449.0,334.8
VM-031,Tecpetrol,Los Toldos,Petroleo volatil,2026-03,9913.0,2.995,5089.0,326.1
VM-031,Tecpetrol,Los Toldos,Petroleo volatil,2026-04,9548.0,2.885,4280.0,314.1
VM-031,Tecpetrol,Los Toldos,Petroleo volatil,2026-05,8803.0,2.659,3534.0,289.6
VM-031,Tecpetrol,Los Toldos,Petroleo volatil,2026-06,8604.0,2.599,4062.0,283.0
VM-031,Tecpetrol,Los Toldos,Petroleo volatil,2026-07,8836.0,2.669,6173.0,290.7
VM-031,Tecpetrol,Los Toldos,Petroleo volatil,2026-08,8167.0,2.467,3839.0,268.6
VM-032,Total Austral,Bajada del Palo,Petroleo negro,2024-09,30872.0,4.418,21330.0,1015.5
VM-032,Total Austral,Bajada del Palo,Petroleo negro,2024-10,27666.0,3.959,15878.0,910.1
VM-032,Total Austral,Bajada del Palo,Petroleo negro,2024-11,24446.0,3.498,11463.0,804.2
VM-032,Total Austral,Bajada del Palo,Petroleo negro,2024-12,22370.0,3.201,15713.0,735.8
VM-032,Total Austral,Bajada del Palo,Petroleo negro,2025-01,19652.0,2.812,5310.0,646.4
VM-032,Total Austral,Bajada del Palo,Petroleo negro,2025-02,17638.0,2.524,6329.0,580.2
VM-032,Total Austral,Bajada del Palo,Petroleo negro,2025-03,15717.0,2.249,5941.0,517.0
VM-032,Total Austral,Bajada del Palo,Petroleo negro,2025-04,15909.0,2.277,6502.0,523.3
VM-032,Total Austral,Bajada del Palo,Petroleo negro,2025-05,14052.0,2.011,6038.0,462.2
VM-032,Total Austral,Bajada del Palo,Petroleo negro,2025-06,12698.0,1.817,6893.0,417.7
VM-032,Total Austral,Bajada del Palo,Petroleo negro,2025-07,12339.0,1.766,9402.0,405.9
VM-032,Total Austral,Bajada del Palo,Petroleo negro,2025-08,11969.0,1.713,9417.0,393.7
VM-032,Total Austral,Bajada del Palo,Petroleo negro,2025-09,11697.0,1.674,5784.0,384.8
VM-032,Total Austral,Bajada del Palo,Petroleo negro,2025-10,9851.0,1.41,3229.0,324.0
VM-032,Total Austral,Bajada del Palo,Petroleo negro,2025-11,9514.0,1.361,6113.0,313.0
VM-032,Total Austral,Bajada del Palo,Petroleo negro,2025-12,9094.0,1.301,5339.0,299.1
VM-032,Total Austral,Bajada del Palo,Petroleo negro,2026-01,8924.0,1.277,4358.0,293.6
VM-032,Total Austral,Bajada del Palo,Petroleo negro,2026-02,9074.0,1.298,3439.0,298.5
VM-032,Total Austral,Bajada del Palo,Petroleo negro,2026-03,8012.0,1.147,2987.0,263.6
VM-032,Total Austral,Bajada del Palo,Petroleo negro,2026-04,8567.0,1.226,4555.0,281.8
VM-032,Total Austral,Bajada del Palo,Petroleo negro,2026-05,7527.0,1.077,2163.0,247.6
VM-032,Total Austral,Bajada del Palo,Petroleo negro,2026-06,7021.0,1.005,2811.0,230.9
VM-032,Total Austral,Bajada del Palo,Petroleo negro,2026-07,7322.0,1.048,3471.0,240.8
VM-032,Total Austral,Bajada del Palo,Petroleo negro,2026-08,7263.0,1.039,5787.0,238.9
VM-033,Pluspetrol,El Trapial,Petroleo volatil,2025-04,32541.0,9.831,13243.0,1070.4
VM-033,Pluspetrol,El Trapial,Petroleo volatil,2025-05,29092.0,8.789,7367.0,957.0
VM-033,Pluspetrol,El Trapial,Petroleo volatil,2025-06,25653.0,7.75,18701.0,843.9
VM-033,Pluspetrol,El Trapial,Petroleo volatil,2025-07,23145.0,6.992,5999.0,761.4
VM-033,Pluspetrol,El Trapial,Petroleo volatil,2025-08,20538.0,6.204,13993.0,675.6
VM-033,Pluspetrol,El Trapial,Petroleo volatil,2025-09,18454.0,5.575,13037.0,607.0
VM-033,Pluspetrol,El Trapial,Petroleo volatil,2025-10,16519.0,4.99,8544.0,543.4
VM-033,Pluspetrol,El Trapial,Petroleo volatil,2025-11,16307.0,4.926,10974.0,536.4
VM-033,Pluspetrol,El Trapial,Petroleo volatil,2025-12,14995.0,4.53,5322.0,493.2
VM-033,Pluspetrol,El Trapial,Petroleo volatil,2026-01,14740.0,4.453,3958.0,484.9
VM-033,Pluspetrol,El Trapial,Petroleo volatil,2026-02,13302.0,4.019,6396.0,437.6
VM-033,Pluspetrol,El Trapial,Petroleo volatil,2026-03,13395.0,4.047,6093.0,440.6
VM-033,Pluspetrol,El Trapial,Petroleo volatil,2026-04,12378.0,3.739,7513.0,407.2
VM-033,Pluspetrol,El Trapial,Petroleo volatil,2026-05,12014.0,3.629,9348.0,395.2
VM-033,Pluspetrol,El Trapial,Petroleo volatil,2026-06,11175.0,3.376,6069.0,367.6
VM-033,Pluspetrol,El Trapial,Petroleo volatil,2026-07,10058.0,3.039,3170.0,330.9
VM-033,Pluspetrol,El Trapial,Petroleo volatil,2026-08,10009.0,3.024,3270.0,329.2
VM-034,Vista Energy,Aguada Pichana,Gas y condensado,2025-05,8017.0,8.922,2562.0,263.7
VM-034,Vista Energy,Aguada Pichana,Gas y condensado,2025-06,7196.0,8.009,5005.0,236.7
VM-034,Vista Energy,Aguada Pichana,Gas y condensado,2025-07,6057.0,6.742,2094.0,199.3
VM-034,Vista Energy,Aguada Pichana,Gas y condensado,2025-08,5887.0,6.552,1340.0,193.6
VM-034,Vista Energy,Aguada Pichana,Gas y condensado,2025-09,5160.0,5.743,2812.0,169.7
VM-034,Vista Energy,Aguada Pichana,Gas y condensado,2025-10,4975.0,5.537,3693.0,163.6
VM-034,Vista Energy,Aguada Pichana,Gas y condensado,2025-11,4763.0,5.301,3116.0,156.7
VM-034,Vista Energy,Aguada Pichana,Gas y condensado,2025-12,4335.0,4.825,1848.0,142.6
VM-034,Vista Energy,Aguada Pichana,Gas y condensado,2026-01,4388.0,4.884,2498.0,144.3
