evento_id,activo_id,tipo,ubicacion,fecha,mes,modo_falla,downtime_h,costo_usd,criticidad
FL-0220,EQ-055,Bomba de inyeccion,Rincon La Ceniza,2025-06-15,2025-06,Sobrecalentamiento,135.8,85818.0,Media
FL-0221,EQ-055,Bomba de inyeccion,Rincon La Ceniza,2024-12-18,2024-12,Vibracion excesiva,166.9,96933.0,Media
FL-0222,EQ-056,Bomba de inyeccion,Bajada del Palo,2026-05-21,2026-05,Falla electrica,43.4,45179.0,Media
FL-0223,EQ-056,Bomba de inyeccion,Bajada del Palo,2026-06-01,2026-06,Lubricacion,17.8,16602.0,Media
FL-0224,EQ-056,Bomba de inyeccion,Bajada del Palo,2025-07-07,2025-07,Sello mecanico,31.4,36261.0,Media
FL-0225,EQ-057,Bomba de inyeccion,Fortin de Piedra,2025-09-28,2025-09,Rodamiento,138.6,77074.0,Media
FL-0226,EQ-057,Bomba de inyeccion,Fortin de Piedra,2026-01-28,2026-01,Rodamiento,105.0,70510.0,Media
FL-0227,EQ-057,Bomba de inyeccion,Fortin de Piedra,2024-11-29,2024-11,Sello mecanico,106.2,65199.0,Media
FL-0228,EQ-057,Bomba de inyeccion,Fortin de Piedra,2025-02-02,2025-02,Valvula,55.0,34320.0,Media
FL-0229,EQ-057,Bomba de inyeccion,Fortin de Piedra,2024-10-14,2024-10,Rodamiento,143.6,71138.0,Media
FL-0230,EQ-058,Bomba de inyeccion,Bandurria Sur,2026-07-30,2026-07,Rodamiento,73.8,56412.0,Media
FL-0231,EQ-058,Bomba de inyeccion,Bandurria Sur,2026-03-15,2026-03,Lubricacion,39.7,39143.0,Media
FL-0232,EQ-058,Bomba de inyeccion,Bandurria Sur,2026-02-19,2026-02,Rodamiento,88.5,57587.0,Media
FL-0233,EQ-058,Bomba de inyeccion,Bandurria Sur,2026-02-25,2026-02,Fuga hidraulica,22.8,38256.0,Media
FL-0234,EQ-059,Bomba de inyeccion,Rincon La Ceniza,2026-07-05,2026-07,Rodamiento,67.8,46014.0,Media
FL-0235,EQ-059,Bomba de inyeccion,Rincon La Ceniza,2025-11-13,2025-11,Sello mecanico,89.6,60577.0,Media
FL-0236,EQ-059,Bomba de inyeccion,Rincon La Ceniza,2025-06-21,2025-06,Rodamiento,203.5,105064.0,Media
FL-0237,EQ-059,Bomba de inyeccion,Rincon La Ceniza,2026-03-02,2026-03,Fuga hidraulica,18.2,25269.0,Media
FL-0238,EQ-060,Bomba de inyeccion,Fortin de Piedra,2026-04-15,2026-04,Valvula,40.2,46989.0,Media
FL-0239,EQ-060,Bomba de inyeccion,Fortin de Piedra,2026-02-11,2026-02,Lubricacion,15.3,20589.0,Media
FL-0240,EQ-060,Bomba de inyeccion,Fortin de Piedra,2025-02-08,2025-02,Vibracion excesiva,229.3,101909.0,Media
FL-0241,EQ-060,Bomba de inyeccion,Fortin de Piedra,2026-02-18,2026-02,Sello mecanico,238.4,115588.0,Media
FL-0242,EQ-061,Bomba de inyeccion,Bajada del Palo,2024-10-03,2024-10,Rodamiento,196.1,109591.0,Media
FL-0243,EQ-061,Bomba de inyeccion,Bajada del Palo,2025-04-03,2025-04,Rodamiento,98.4,55883.0,Media
FL-0244,EQ-062,Bomba de inyeccion,Fortin de Piedra,2025-08-26,2025-08,Sobrecalentamiento,98.4,70871.0,Media
FL-0245,EQ-062,Bomba de inyeccion,Fortin de Piedra,2024-12-03,2024-12,Falla electrica,11.0,21181.0,Media
FL-0246,EQ-063,Bomba de inyeccion,Bandurria Sur,2024-09-21,2024-09,Sello mecanico,65.7,38077.0,Media
FL-0247,EQ-063,Bomba de inyeccion,Bandurria Sur,2026-02-07,2026-02,Fuga hidraulica,69.5,46294.0,Media
FL-0248,EQ-063,Bomba de inyeccion,Bandurria Sur,2025-11-10,2025-11,Rodamiento,110.2,63826.0,Media
FL-0249,EQ-063,Bomba de inyeccion,Bandurria Sur,2025-08-03,2025-08,Valvula,19.7,22815.0,Media
FL-0250,EQ-065,Bomba de inyeccion,Bandurria Sur,2024-12-08,2024-12,Vibracion excesiva,116.4,58413.0,Media
FL-0251,EQ-065,Bomba de inyeccion,Bandurria Sur,2026-08-13,2026-08,Rodamiento,50.9,31961.0,Media
FL-0252,EQ-065,Bomba de inyeccion,Bandurria Sur,2025-04-09,2025-04,Falla electrica,75.6,56091.0,Media
FL-0253,EQ-065,Bomba de inyeccion,Bandurria Sur,2025-07-31,2025-07,Vibracion excesiva,35.7,28236.0,Media
FL-0254,EQ-065,Bomba de inyeccion,Bandurria Sur,2025-12-28,2025-12,Falla electrica,66.4,41651.0,Media
FL-0255,EQ-065,Bomba de inyeccion,Bandurria Sur,2026-01-22,2026-01,Fuga hidraulica,53.1,36641.0,Media
FL-0256,EQ-065,Bomba de inyeccion,Bandurria Sur,2025-07-12,2025-07,Fuga hidraulica,48.1,48581.0,Media
FL-0257,EQ-066,Bomba de inyeccion,Aguada Pichana,2025-04-17,2025-04,Fuga hidraulica,7.5,26171.0,Baja
FL-0258,EQ-066,Bomba de inyeccion,Aguada Pichana,2026-02-01,2026-02,Sello mecanico,86.5,65508.0,Baja
FL-0259,EQ-066,Bomba de inyeccion,Aguada Pichana,2025-10-02,2025-10,Sobrecalentamiento,128.6,79964.0,Baja
FL-0260,EQ-066,Bomba de inyeccion,Aguada Pichana,2025-05-30,2025-05,Sobrecalentamiento,31.0,26396.0,Baja
FL-0261,EQ-067,Bomba de inyeccion,Bajada del Palo,2025-01-11,2025-01,Lubricacion,36.9,30870.0,Media
FL-0262,EQ-067,Bomba de inyeccion,Bajada del Palo,2024-09-03,2024-09,Sello mecanico,224.2,99101.0,Media
FL-0263,EQ-067,Bomba de inyeccion,Bajada del Palo,2025-08-09,2025-08,Vibracion excesiva,13.6,29761.0,Media
FL-0264,EQ-067,Bomba de inyeccion,Bajada del Palo,2026-05-25,2026-05,Vibracion excesiva,57.9,43005.0,Media
FL-0265,EQ-067,Bomba de inyeccion,Bajada del Palo,2026-05-07,2026-05,Vibracion excesiva,42.4,39113.0,Media
FL-0266,EQ-068,Bomba de inyeccion,Rincon La Ceniza,2026-06-27,2026-06,Sobrecalentamiento,30.1,28582.0,Media
FL-0267,EQ-069,Bomba de inyeccion,Rincon La Ceniza,2026-01-01,2026-01,Valvula,138.2,65871.0,Media
FL-0268,EQ-069,Bomba de inyeccion,Rincon La Ceniza,2025-04-01,2025-04,Rodamiento,20.6,19558.0,Media
FL-0269,EQ-069,Bomba de inyeccion,Rincon La Ceniza,2025-02-19,2025-02,Vibracion excesiva,56.2,50684.0,Media
FL-0270,EQ-069,Bomba de inyeccion,Rincon La Ceniza,2024-09-17,2024-09,Valvula,119.6,56916.0,Media
FL-0271,EQ-069,Bomba de inyeccion,Rincon La Ceniza,2024-09-26,2024-09,Vibracion excesiva,30.9,33409.0,Media
FL-0272,EQ-069,Bomba de inyeccion,Rincon La Ceniza,2024-12-19,2024-12,Sobrecalentamiento,111.5,59936.0,Media
FL-0273,EQ-069,Bomba de inyeccion,Rincon La Ceniza,2025-01-19,2025-01,Sello mecanico,39.5,41483.0,Media
FL-0274,EQ-070,Bomba de inyeccion,Bandurria Sur,2025-02-22,2025-02,Fuga hidraulica,28.8,35291.0,Media
FL-0275,EQ-070,Bomba de inyeccion,Bandurria Sur,2025-06-08,2025-06,Vibracion excesiva,179.8,95500.0,Media
FL-0276,EQ-070,Bomba de inyeccion,Bandurria Sur,2024-11-20,2024-11,Lubricacion,62.0,37224.0,Media
FL-0277,EQ-070,Bomba de inyeccion,Bandurria Sur,2025-11-30,2025-11,Sobrecalentamiento,79.3,57327.0,Media
FL-0278,EQ-070,Bomba de inyeccion,Bandurria Sur,2025-09-14,2025-09,Vibracion excesiva,35.2,38919.0,Media
FL-0279,EQ-071,Bomba de inyeccion,Loma Campana,2024-12-03,2024-12,Fuga hidraulica,27.5,21293.0,Media
FL-0280,EQ-071,Bomba de inyeccion,Loma Campana,2025-07-27,2025-07,Rodamiento,70.7,47209.0,Media
FL-0281,EQ-071,Bomba de inyeccion,Loma Campana,2026-06-21,2026-06,Valvula,26.8,38487.0,Media
FL-0282,EQ-071,Bomba de inyeccion,Loma Campana,2025-02-15,2025-02,Vibracion excesiva,46.3,41814.0,Media
FL-0283,EQ-073,Bomba de inyeccion,Loma Campana,2025-01-11,2025-01,Vibracion excesiva,76.1,45848.0,Baja
FL-0284,EQ-073,Bomba de inyeccion,Loma Campana,2025-03-16,2025-03,Rodamiento,98.4,56483.0,Baja
FL-0285,EQ-074,Bomba de inyeccion,Rincon La Ceniza,2025-11-18,2025-11,Sello mecanico,12.7,19157.0,Media
FL-0286,EQ-075,Bomba de inyeccion,Bajada del Palo,2026-04-16,2026-04,Sobrecalentamiento,65.0,47785.0,Media
FL-0287,EQ-075,Bomba de inyeccion,Bajada del Palo,2025-03-18,2025-03,Sobrecalentamiento,76.1,55369.0,Media
FL-0288,EQ-075,Bomba de inyeccion,Bajada del Palo,2024-10-08,2024-10,Sobrecalentamiento,184.2,84921.0,Media
FL-0289,EQ-075,Bomba de inyeccion,Bajada del Palo,2024-12-10,2024-12,Falla electrica,27.5,29309.0,Media
FL-0290,EQ-076,Bomba de inyeccion,Aguada Pichana,2026-04-20,2026-04,Sello mecanico,30.1,25806.0,Media
FL-0291,EQ-076,Bomba de inyeccion,Aguada Pichana,2025-06-01,2025-06,Lubricacion,36.4,39354.0,Media
FL-0292,EQ-077,Bomba de inyeccion,Rincon La Ceniza,2025-09-01,2025-09,Rodamiento,51.6,47656.0,Media
FL-0293,EQ-077,Bomba de inyeccion,Rincon La Ceniza,2025-10-27,2025-10,Sello mecanico,174.5,100588.0,Media
FL-0294,EQ-077,Bomba de inyeccion,Rincon La Ceniza,2025-10-09,2025-10,Falla electrica,75.5,58506.0,Media
FL-0295,EQ-077,Bomba de inyeccion,Rincon La Ceniza,2025-02-05,2025-02,Sello mecanico,68.1,45636.0,Media
FL-0296,EQ-078,Bomba de inyeccion,Rincon La Ceniza,2024-09-05,2024-09,Sello mecanico,4.0,26675.0,Media
FL-0297,EQ-078,Bomba de inyeccion,Rincon La Ceniza,2025-05-04,2025-05,Lubricacion,49.1,37382.0,Media
FL-0298,EQ-078,Bomba de inyeccion,Rincon La Ceniza,2026-02-21,2026-02,Rodamiento,86.2,45041.0,Media
FL-0299,EQ-079,Bomba de inyeccion,Rincon La Ceniza,2026-04-09,2026-04,Sello mecanico,75.5,59957.0,Media
FL-0300,EQ-079,Bomba de inyeccion,Rincon La Ceniza,2025-08-15,2025-08,Sello mecanico,35.1,30547.0,Media
FL-0301,EQ-079,Bomba de inyeccion,Rincon La Ceniza,2026-07-09,2026-07,Valvula,97.0,55445.0,Media
FL-0302,EQ-079,Bomba de inyeccion,Rincon La Ceniza,2025-02-04,2025-02,Vibracion excesiva,57.2,45226.0,Media
FL-0303,EQ-079,Bomba de inyeccion,Rincon La Ceniza,2024-09-18,2024-09,Falla electrica,106.1,51680.0,Media
FL-0304,EQ-079,Bomba de inyeccion,Rincon La Ceniza,2026-02-11,2026-02,Vibracion excesiva,83.1,64686.0,Media
FL-0305,EQ-080,Bomba de inyeccion,Rincon La Ceniza,2025-07-18,2025-07,Sobrecalentamiento,53.4,44291.0,Media
FL-0306,EQ-080,Bomba de inyeccion,Rincon La Ceniza,2026-07-05,2026-07,Vibracion excesiva,54.2,36322.0,Media
FL-0307,EQ-080,Bomba de inyeccion,Rincon La Ceniza,2025-03-26,2025-03,Sobrecalentamiento,15.7,32244.0,Media
FL-0308,EQ-080,Bomba de inyeccion,Rincon La Ceniza,2025-06-11,2025-06,Sello mecanico,76.8,42534.0,Media
FL-0309,EQ-080,Bomba de inyeccion,Rincon La Ceniza,2025-04-01,2025-04,Sobrecalentamiento,84.6,53212.0,Media
FL-0310,EQ-081,Bomba de inyeccion,El Trapial,2026-07-28,2026-07,Sello mecanico,82.1,52309.0,Media
FL-0311,EQ-081,Bomba de inyeccion,El Trapial,2026-06-11,2026-06,Fuga hidraulica,9.5,31065.0,Media
FL-0312,EQ-081,Bomba de inyeccion,El Trapial,2025-08-27,2025-08,Rodamiento,8.7,13456.0,Media
FL-0313,EQ-082,Bomba de inyeccion,El Trapial,2025-05-10,2025-05,Rodamiento,27.3,34127.0,Media
FL-0314,EQ-082,Bomba de inyeccion,El Trapial,2024-09-08,2024-09,Rodamiento,20.7,22611.0,Media
FL-0315,EQ-082,Bomba de inyeccion,El Trapial,2024-11-08,2024-11,Rodamiento,195.8,103500.0,Media
FL-0316,EQ-082,Bomba de inyeccion,El Trapial,2025-10-09,2025-10,Lubricacion,17.2,34534.0,Media
FL-0317,EQ-082,Bomba de inyeccion,El Trapial,2025-08-02,2025-08,Sobrecalentamiento,81.0,43917.0,Media
FL-0318,EQ-082,Bomba de inyeccion,El Trapial,2025-03-04,2025-03,Fuga hidraulica,57.1,42082.0,Media
FL-0319,EQ-082,Bomba de inyeccion,El Trapial,2025-03-23,2025-03,Vibracion excesiva,59.7,41130.0,Media
FL-0320,EQ-082,Bomba de inyeccion,El Trapial,2026-06-22,2026-06,Falla electrica,177.2,97459.0,Media
FL-0321,EQ-083,Compresor de gas,El Trapial,2025-05-16,2025-05,Lubricacion,19.3,48529.0,Alta
FL-0322,EQ-083,Compresor de gas,El Trapial,2025-01-14,2025-01,Valvula,45.8,110466.0,Alta
FL-0323,EQ-083,Compresor de gas,El Trapial,2026-04-24,2026-04,Falla electrica,95.3,96546.0,Alta
FL-0324,EQ-083,Compresor de gas,El Trapial,2025-07-14,2025-07,Sello mecanico,71.0,84151.0,Alta
FL-0325,EQ-083,Compresor de gas,El Trapial,2025-04-14,2025-04,Rodamiento,9.5,81798.0,Alta
FL-0326,EQ-083,Compresor de gas,El Trapial,2026-06-04,2026-06,Sello mecanico,17.5,63136.0,Alta
FL-0327,EQ-084,Compresor de gas,Bajada del Palo,2026-06-17,2026-06,Sobrecalentamiento,86.6,128845.0,Baja
FL-0328,EQ-084,Compresor de gas,Bajada del Palo,2026-06-30,2026-06,Vibracion excesiva,51.2,87379.0,Baja
FL-0329,EQ-084,Compresor de gas,Bajada del Palo,2025-07-22,2025-07,Sello mecanico,48.7,59206.0,Baja
FL-0330,EQ-084,Compresor de gas,Bajada del Palo,2024-09-12,2024-09,Valvula,174.0,153581.0,Baja
FL-0331,EQ-084,Compresor de gas,Bajada del Palo,2026-01-28,2026-01,Sobrecalentamiento,51.7,74933.0,Baja
FL-0332,EQ-085,Compresor de gas,Bajada del Palo,2025-11-28,2025-11,Valvula,82.9,140589.0,Alta
FL-0333,EQ-085,Compresor de gas,Bajada del Palo,2026-07-05,2026-07,Rodamiento,108.8,160265.0,Alta
FL-0334,EQ-085,Compresor de gas,Bajada del Palo,2025-03-20,2025-03,Fuga hidraulica,51.0,71242.0,Alta
FL-0335,EQ-085,Compresor de gas,Bajada del Palo,2026-08-24,2026-08,Fuga hidraulica,9.9,57041.0,Alta
FL-0336,EQ-085,Compresor de gas,Bajada del Palo,2026-03-04,2026-03,Sello mecanico,42.4,102540.0,Alta
FL-0337,EQ-086,Compresor de gas,Rincon La Ceniza,2026-08-11,2026-08,Sello mecanico,18.9,51797.0,Alta
FL-0338,EQ-086,Compresor de gas,Rincon La Ceniza,2025-03-17,2025-03,Falla electrica,75.8,117594.0,Alta
FL-0339,EQ-087,Compresor de gas,El Trapial,2025-02-15,2025-02,Fuga hidraulica,140.1,143651.0,Alta
FL-0340,EQ-087,Compresor de gas,El Trapial,2026-04-12,2026-04,Falla electrica,38.8,67263.0,Alta
FL-0341,EQ-088,Compresor de gas,Aguada Pichana,2025-04-11,2025-04,Sello mecanico,49.1,133748.0,Alta
FL-0342,EQ-088,Compresor de gas,Aguada Pichana,2026-03-13,2026-03,Valvula,69.6,129938.0,Alta
FL-0343,EQ-088,Compresor de gas,Aguada Pichana,2026-01-01,2026-01,Vibracion excesiva,115.7,153678.0,Alta
FL-0344,EQ-088,Compresor de gas,Aguada Pichana,2024-10-01,2024-10,Falla electrica,108.0,123167.0,Alta
FL-0345,EQ-088,Compresor de gas,Aguada Pichana,2026-04-21,2026-04,Sello mecanico,26.0,62949.0,Alta
FL-0346,EQ-089,Compresor de gas,Bandurria Sur,2024-09-09,2024-09,Valvula,77.1,106419.0,Alta
FL-0347,EQ-089,Compresor de gas,Bandurria Sur,2025-03-13,2025-03,Fuga hidraulica,16.9,92346.0,Alta
FL-0348,EQ-089,Compresor de gas,Bandurria Sur,2025-11-03,2025-11,Fuga hidraulica,55.7,55803.0,Alta
FL-0349,EQ-089,Compresor de gas,Bandurria Sur,2026-08-03,2026-08,Sobrecalentamiento,140.4,103726.0,Alta
FL-0350,EQ-089,Compresor de gas,Bandurria Sur,2025-12-12,2025-12,Sobrecalentamiento,71.5,76203.0,Alta
FL-0351,EQ-089,Compresor de gas,Bandurria Sur,2025-10-30,2025-10,Valvula,53.2,102850.0,Alta
FL-0352,EQ-089,Compresor de gas,Bandurria Sur,2026-08-08,2026-08,Sobrecalentamiento,36.7,64207.0,Alta
FL-0353,EQ-090,Compresor de gas,Bajada del Palo,2024-11-03,2024-11,Rodamiento,129.9,124034.0,Alta
FL-0354,EQ-090,Compresor de gas,Bajada del Palo,2025-08-20,2025-08,Valvula,64.2,82483.0,Alta
FL-0355,EQ-091,Compresor de gas,Loma Campana,2025-08-18,2025-08,Falla electrica,47.4,76442.0,Alta
FL-0356,EQ-091,Compresor de gas,Loma Campana,2026-03-18,2026-03,Fuga hidraulica,76.3,131269.0,Alta
FL-0357,EQ-091,Compresor de gas,Loma Campana,2025-11-30,2025-11,Sello mecanico,71.9,141091.0,Alta
FL-0358,EQ-091,Compresor de gas,Loma Campana,2025-11-18,2025-11,Rodamiento,36.3,83030.0,Alta
FL-0359,EQ-092,Compresor de gas,Bajada del Palo,2025-04-08,2025-04,Sello mecanico,35.8,87823.0,Alta
FL-0360,EQ-092,Compresor de gas,Bajada del Palo,2025-02-07,2025-02,Falla electrica,101.1,103489.0,Alta
FL-0361,EQ-092,Compresor de gas,Bajada del Palo,2025-08-27,2025-08,Fuga hidraulica,57.8,83829.0,Alta
FL-0362,EQ-092,Compresor de gas,Bajada del Palo,2024-12-31,2024-12,Falla electrica,56.1,118865.0,Alta
FL-0363,EQ-092,Compresor de gas,Bajada del Palo,2025-03-25,2025-03,Vibracion excesiva,61.2,71724.0,Alta
FL-0364,EQ-093,Compresor de gas,Rincon La Ceniza,2026-07-23,2026-07,Rodamiento,103.1,155199.0,Alta
FL-0365,EQ-093,Compresor de gas,Rincon La Ceniza,2025-02-09,2025-02,Valvula,117.8,159978.0,Alta
FL-0366,EQ-093,Compresor de gas,Rincon La Ceniza,2026-04-01,2026-04,Sello mecanico,16.8,106407.0,Alta
FL-0367,EQ-094,Compresor de gas,Fortin de Piedra,2024-09-10,2024-09,Sello mecanico,43.7,126608.0,Baja
FL-0368,EQ-094,Compresor de gas,Fortin de Piedra,2026-01-16,2026-01,Falla electrica,60.5,118392.0,Baja
FL-0369,EQ-094,Compresor de gas,Fortin de Piedra,2026-01-08,2026-01,Rodamiento,45.8,127181.0,Baja
FL-0370,EQ-094,Compresor de gas,Fortin de Piedra,2025-10-21,2025-10,Fuga hidraulica,24.4,125646.0,Baja
FL-0371,EQ-094,Compresor de gas,Fortin de Piedra,2026-05-07,2026-05,Sobrecalentamiento,78.7,145770.0,Baja
FL-0372,EQ-094,Compresor de gas,Fortin de Piedra,2026-08-24,2026-08,Vibracion excesiva,73.8,101242.0,Baja
FL-0373,EQ-094,Compresor de gas,Fortin de Piedra,2026-04-02,2026-04,Valvula,50.9,96211.0,Baja
FL-0374,EQ-095,Compresor de gas,Rincon La Ceniza,2026-03-30,2026-03,Vibracion excesiva,81.7,80532.0,Alta
FL-0375,EQ-096,Compresor de gas,Rincon La Ceniza,2025-01-01,2025-01,Falla electrica,49.1,62620.0,Alta
FL-0376,EQ-096,Compresor de gas,Rincon La Ceniza,2025-12-14,2025-12,Fuga hidraulica,31.6,52907.0,Alta
FL-0377,EQ-096,Compresor de gas,Rincon La Ceniza,2024-11-26,2024-11,Vibracion excesiva,338.5,168129.0,Alta
FL-0378,EQ-096,Compresor de gas,Rincon La Ceniza,2025-12-15,2025-12,Lubricacion,19.8,105373.0,Alta
FL-0379,EQ-096,Compresor de gas,Rincon La Ceniza,2024-10-14,2024-10,Rodamiento,124.0,123328.0,Alta
FL-0380,EQ-096,Compresor de gas,Rincon La Ceniza,2025-06-08,2025-06,Falla electrica,62.0,109994.0,Alta
FL-0381,EQ-096,Compresor de gas,Rincon La Ceniza,2025-11-21,2025-11,Fuga hidraulica,24.9,119277.0,Alta
FL-0382,EQ-096,Compresor de gas,Rincon La Ceniza,2025-09-07,2025-09,Fuga hidraulica,120.4,84518.0,Alta
FL-0383,EQ-097,Compresor de gas,El Trapial,2025-06-12,2025-06,Falla electrica,73.8,139151.0,Alta
FL-0384,EQ-097,Compresor de gas,El Trapial,2025-06-15,2025-06,Sello mecanico,120.8,95555.0,Alta
FL-0385,EQ-097,Compresor de gas,El Trapial,2026-05-14,2026-05,Sobrecalentamiento,64.5,58738.0,Alta
FL-0386,EQ-097,Compresor de gas,El Trapial,2025-05-13,2025-05,Sello mecanico,7.8,87181.0,Alta
FL-0387,EQ-098,Compresor de gas,Bandurria Sur,2024-12-15,2024-12,Sello mecanico,39.0,72865.0,Alta
FL-0388,EQ-098,Compresor de gas,Bandurria Sur,2025-02-04,2025-02,Rodamiento,88.7,133110.0,Alta
FL-0389,EQ-098,Compresor de gas,Bandurria Sur,2025-12-15,2025-12,Vibracion excesiva,108.0,120510.0,Alta
FL-0390,EQ-098,Compresor de gas,Bandurria Sur,2024-12-01,2024-12,Rodamiento,62.3,65054.0,Alta
FL-0391,EQ-098,Compresor de gas,Bandurria Sur,2026-01-22,2026-01,Vibracion excesiva,78.9,137258.0,Alta
FL-0392,EQ-099,Compresor de gas,El Trapial,2025-05-09,2025-05,Lubricacion,11.2,99858.0,Alta
FL-0393,EQ-099,Compresor de gas,El Trapial,2024-10-31,2024-10,Sello mecanico,112.5,133077.0,Alta
FL-0394,EQ-100,Compresor de gas,Fortin de Piedra,2026-05-13,2026-05,Valvula,35.9,64730.0,Alta
FL-0395,EQ-100,Compresor de gas,Fortin de Piedra,2025-09-20,2025-09,Sello mecanico,175.0,182969.0,Alta
FL-0396,EQ-100,Compresor de gas,Fortin de Piedra,2026-08-23,2026-08,Fuga hidraulica,31.3,58634.0,Alta
FL-0397,EQ-100,Compresor de gas,Fortin de Piedra,2025-03-07,2025-03,Sello mecanico,75.1,85508.0,Alta
FL-0398,EQ-101,Compresor de gas,Bandurria Sur,2025-06-25,2025-06,Rodamiento,132.3,119362.0,Alta
FL-0399,EQ-101,Compresor de gas,Bandurria Sur,2026-02-05,2026-02,Rodamiento,144.4,131757.0,Alta
FL-0400,EQ-102,Compresor de gas,Bajada del Palo,2025-09-25,2025-09,Rodamiento,26.6,78685.0,Alta
FL-0401,EQ-102,Compresor de gas,Bajada del Palo,2025-08-01,2025-08,Fuga hidraulica,11.0,117038.0,Alta
FL-0402,EQ-102,Compresor de gas,Bajada del Palo,2025-08-09,2025-08,Rodamiento,136.1,113376.0,Alta
FL-0403,EQ-102,Compresor de gas,Bajada del Palo,2025-03-27,2025-03,Sello mecanico,62.1,94402.0,Alta
FL-0404,EQ-103,Compresor de gas,Bandurria Sur,2025-02-14,2025-02,Sello mecanico,61.8,136017.0,Alta
FL-0405,EQ-103,Compresor de gas,Bandurria Sur,2025-01-01,2025-01,Vibracion excesiva,64.9,96159.0,Alta
FL-0406,EQ-103,Compresor de gas,Bandurria Sur,2026-08-27,2026-08,Sobrecalentamiento,54.5,109004.0,Alta
FL-0407,EQ-103,Compresor de gas,Bandurria Sur,2025-07-02,2025-07,Sello mecanico,44.6,96154.0,Alta
FL-0408,EQ-103,Compresor de gas,Bandurria Sur,2026-04-02,2026-04,Vibracion excesiva,66.8,92242.0,Alta
FL-0409,EQ-104,Compresor de gas,Loma Campana,2025-11-07,2025-11,Rodamiento,22.7,88840.0,Alta
FL-0410,EQ-104,Compresor de gas,Loma Campana,2025-11-30,2025-11,Falla electrica,22.6,74201.0,Alta
FL-0411,EQ-104,Compresor de gas,Loma Campana,2025-11-10,2025-11,Lubricacion,20.7,52465.0,Alta
FL-0412,EQ-104,Compresor de gas,Loma Campana,2025-03-17,2025-03,Fuga hidraulica,4.0,66547.0,Alta
FL-0413,EQ-104,Compresor de gas,Loma Campana,2025-09-04,2025-09,Lubricacion,10.7,111314.0,Alta
FL-0414,EQ-104,Compresor de gas,Loma Campana,2025-12-26,2025-12,Fuga hidraulica,15.1,97398.0,Alta
FL-0415,EQ-104,Compresor de gas,Loma Campana,2025-05-29,2025-05,Lubricacion,14.5,92062.0,Alta
FL-0416,EQ-104,Compresor de gas,Loma Campana,2026-04-30,2026-04,Fuga hidraulica,30.8,129253.0,Alta
FL-0417,EQ-105,Compresor de gas,Bajada del Palo,2026-05-15,2026-05,Rodamiento,163.9,126019.0,Alta
FL-0418,EQ-106,Compresor de gas,Bandurria Sur,2026-03-26,2026-03,Vibracion excesiva,116.6,155285.0,Alta
FL-0419,EQ-107,Compresor de gas,El Trapial,2026-06-15,2026-06,Rodamiento,38.5,86527.0,Alta
FL-0420,EQ-107,Compresor de gas,El Trapial,2025-11-26,2025-11,Rodamiento,154.7,119050.0,Alta
FL-0421,EQ-107,Compresor de gas,El Trapial,2025-09-05,2025-09,Vibracion excesiva,55.7,123441.0,Alta
FL-0422,EQ-107,Compresor de gas,El Trapial,2025-11-13,2025-11,Falla electrica,78.3,72626.0,Alta
FL-0423,EQ-107,Compresor de gas,El Trapial,2026-01-12,2026-01,Sobrecalentamiento,61.5,112473.0,Alta
FL-0424,EQ-108,Compresor de gas,El Trapial,2026-04-12,2026-04,Sello mecanico,45.7,74928.0,Alta
FL-0425,EQ-108,Compresor de gas,El Trapial,2026-04-10,2026-04,Fuga hidraulica,37.5,56714.0,Alta
FL-0426,EQ-108,Compresor de gas,El Trapial,2025-07-13,2025-07,Sello mecanico,123.1,161790.0,Alta
FL-0427,EQ-108,Compresor de gas,El Trapial,2025-10-01,2025-10,Vibracion excesiva,69.8,66414.0,Alta
FL-0428,EQ-108,Compresor de gas,El Trapial,2025-05-04,2025-05,Sobrecalentamiento,77.4,80010.0,Alta
FL-0429,EQ-108,Compresor de gas,El Trapial,2026-04-28,2026-04,Sobrecalentamiento,143.1,130804.0,Alta
FL-0430,EQ-108,Compresor de gas,El Trapial,2025-04-17,2025-04,Falla electrica,71.8,97623.0,Alta
FL-0431,EQ-108,Compresor de gas,El Trapial,2026-07-09,2026-07,Sello mecanico,47.9,128787.0,Alta
FL-0432,EQ-109,Compresor de gas,Bajada del Palo,2026-07-06,2026-07,Rodamiento,49.2,115877.0,Alta
FL-0433,EQ-109,Compresor de gas,Bajada del Palo,2025-11-29,2025-11,Valvula,143.7,148936.0,Alta
FL-0434,EQ-109,Compresor de gas,Bajada del Palo,2024-11-01,2024-11,Rodamiento,257.6,175944.0,Alta
FL-0435,EQ-110,Compresor de gas,Aguada Pichana,2026-05-23,2026-05,Rodamiento,99.7,123437.0,Alta
FL-0436,EQ-110,Compresor de gas,Aguada Pichana,2025-11-23,2025-11,Sobrecalentamiento,112.5,91770.0,Alta
FL-0437,EQ-110,Compresor de gas,Aguada Pichana,2025-09-21,2025-09,Vibracion excesiva,127.3,126050.0,Alta
FL-0438,EQ-110,Compresor de gas,Aguada Pichana,2025-02-21,2025-02,Falla electrica,65.7,128031.0,Alta
FL-0439,EQ-110,Compresor de gas,Aguada Pichana,2024-11-10,2024-11,Valvula,93.5,150449.0,Alta
FL-0440,EQ-110,Compresor de gas,Aguada Pichana,2025-05-12,2025-05,Rodamiento,47.0,128031.0,Alta
